game_id,game_date,away_team,home_team,away_score,home_score,winner,first_seen
401816823,2026-09-05,St. Louis Cardinals,Colorado Rockies,7,10,Colorado Rockies,2026-09-15
401816824,2026-09-05,Athletics,Seattle Mariners,6,2,Athletics,2026-09-15
401816825,2026-09-05,New York Yankees,San Diego Padres,5,1,New York Yankees,2026-09-15
401816826,2026-09-05,Washington Nationals,Los Angeles Dodgers,5,6,Los Angeles Dodgers,2026-09-15
401816827,2026-09-06,Los Angeles Angels,Pittsburgh Pirates,0,1,Pittsburgh Pirates,2026-09-15
401816828,2026-09-06,Atlanta Braves,Philadelphia Phillies,5,4,Atlanta Braves,2026-09-15
401816829,2026-09-06,Boston Red Sox,Baltimore Orioles,3,1,Boston Red Sox,2026-09-15
401816830,2026-09-06,Chicago Cubs,Miami Marlins,3,10,Miami Marlins,2026-09-15
401816831,2026-09-06,Detroit Tigers,Cleveland Guardians,2,3,Cleveland Guardians,2026-09-15
401816832,2026-09-06,Milwaukee Brewers,Cincinnati Reds,8,12,Cincinnati Reds,2026-09-15
401816833,2026-09-06,San Francisco Giants,New York Mets,2,4,New York Mets,2026-09-15
401816834,2026-09-06,Arizona Diamondbacks,Houston Astros,3,2,Arizona Diamondbacks,2026-09-15
401816835,2026-09-06,Minnesota Twins,Chicago White Sox,1,10,Chicago White Sox,2026-09-15
401816836,2026-09-06,Tampa Bay Rays,Texas Rangers,6,8,Texas Rangers,2026-09-15
401816837,2026-09-06,Toronto Blue Jays,Kansas City Royals,1,6,Kansas City Royals,2026-09-15
401816838,2026-09-06,St. Louis Cardinals,Colorado Rockies,10,8,St. Louis Cardinals,2026-09-15
401816839,2026-09-06,Athletics,Seattle Mariners,0,2,Seattle Mariners,2026-09-15
401816840,2026-09-06,New York Yankees,San Diego Padres,3,4,San Diego Padres,2026-09-15
401816841,2026-09-06,Washington Nationals,Los Angeles Dodgers,5,7,Los Angeles Dodgers,2026-09-15
401816842,2026-09-07,Los Angeles Angels,Boston Red Sox,2,5,Boston Red Sox,2026-09-15
401816843,2026-09-07,Atlanta Braves,Philadelphia Phillies,0,1,Philadelphia Phillies,2026-09-15
401816844,2026-09-07,Cleveland Guardians,Baltimore Orioles,4,6,Baltimore Orioles,2026-09-15
401816845,2026-09-07,Minnesota Twins,Detroit Tigers,4,5,Detroit Tigers,2026-09-15
401816846,2026-09-07,New York Mets,Miami Marlins,9,4,New York Mets,2026-09-15
401816847,2026-09-07,Arizona Diamondbacks,Kansas City Royals,5,4,Arizona Diamondbacks,2026-09-15
401816848,2026-09-07,Chicago Cubs,Milwaukee Brewers,3,4,Milwaukee Brewers,2026-09-15
401816849,2026-09-07,Cincinnati Reds,Los Angeles Dodgers,3,6,Los Angeles Dodgers,2026-09-15
401816850,2026-09-07,St. Louis Cardinals,San Francisco Giants,4,5,San Francisco Giants,2026-09-15
401816851,2026-09-07,Toronto Blue Jays,Athletics,5,6,Athletics,2026-09-15
401816852,2026-09-07,Washington Nationals,San Diego Padres,2,3,San Diego Padres,2026-09-15
401816853,2026-09-08,Los Angeles Angels,Boston Red Sox,6,1,Los Angeles Angels,2026-09-15
401816854,2026-09-08,Cleveland Guardians,Baltimore Orioles,9,5,Cleveland Guardians,2026-09-15
401816855,2026-09-08,Colorado Rockies,New York Yankees,3,5,New York Yankees,2026-09-15
401816856,2026-09-08,Houston Astros,Philadelphia Phillies,6,5,Houston Astros,2026-09-15
401816857,2026-09-08,Minnesota Twins,Detroit Tigers,3,2,Minnesota Twins,2026-09-15
401816858,2026-09-08,New York Mets,Miami Marlins,7,5,New York Mets,2026-09-15
401816859,2026-09-08,Tampa Bay Rays,Atlanta Braves,7,1,Tampa Bay Rays,2026-09-15
401816860,2026-09-08,Arizona Diamondbacks,Kansas City Royals,5,3,Arizona Diamondbacks,2026-09-15
401816861,2026-09-08,Chicago Cubs,Milwaukee Brewers,3,4,Milwaukee Brewers,2026-09-15
401816862,2026-09-08,Pittsburgh Pirates,Chicago White Sox,9,3,Pittsburgh Pirates,2026-09-15
401816863,2026-09-08,Cincinnati Reds,Los Angeles Dodgers,2,3,Los Angeles Dodgers,2026-09-15
401816864,2026-09-08,St. Louis Cardinals,San Francisco Giants,1,2,San Francisco Giants,2026-09-15
401816865,2026-09-08,Texas Rangers,Seattle Mariners,10,5,Texas Rangers,2026-09-15
401816866,2026-09-08,Toronto Blue Jays,Athletics,4,2,Toronto Blue Jays,2026-09-15
401816867,2026-09-08,Washington Nationals,San Diego Padres,4,5,San Diego Padres,2026-09-15
401816868,2026-09-09,Los Angeles Angels,Boston Red Sox,6,4,Los Angeles Angels,2026-09-15
401816869,2026-09-09,Cleveland Guardians,Baltimore Orioles,5,9,Baltimore Orioles,2026-09-15
401816870,2026-09-09,Colorado Rockies,New York Yankees,1,6,New York Yankees,2026-09-15
401816871,2026-09-09,Houston Astros,Philadelphia Phillies,7,11,Philadelphia Phillies,2026-09-15
401816872,2026-09-09,Minnesota Twins,Detroit Tigers,2,7,Detroit Tigers,2026-09-15
401816873,2026-09-09,New York Mets,Miami Marlins,15,14,New York Mets,2026-09-15
401816874,2026-09-09,Tampa Bay Rays,Atlanta Braves,7,2,Tampa Bay Rays,2026-09-15
401816875,2026-09-09,Arizona Diamondbacks,Kansas City Royals,2,5,Kansas City Royals,2026-09-15
401816876,2026-09-09,Chicago Cubs,Milwaukee Brewers,6,8,Milwaukee Brewers,2026-09-15
401816877,2026-09-09,Pittsburgh Pirates,Chicago White Sox,4,2,Pittsburgh Pirates,2026-09-15
401816878,2026-09-09,Cincinnati Reds,Los Angeles Dodgers,1,14,Los Angeles Dodgers,2026-09-15
401816879,2026-09-09,St. Louis Cardinals,San Francisco Giants,6,7,San Francisco Giants,2026-09-15
401816880,2026-09-09,Texas Rangers,Seattle Mariners,2,3,Seattle Mariners,2026-09-15
401816881,2026-09-09,Toronto Blue Jays,Athletics,0,2,Athletics,2026-09-15
401816882,2026-09-09,Washington Nationals,San Diego Padres,2,9,San Diego Padres,2026-09-15
401816883,2026-09-10,Colorado Rockies,New York Yankees,3,10,New York Yankees,2026-09-15
401816884,2026-09-10,Houston Astros,Philadelphia Phillies,2,1,Houston Astros,2026-09-15
401816885,2026-09-10,Tampa Bay Rays,Atlanta Braves,1,3,Atlanta Braves,2026-09-15
401816886,2026-09-10,Pittsburgh Pirates,Chicago White Sox,2,0,Pittsburgh Pirates,2026-09-15
401816887,2026-09-10,Texas Rangers,Seattle Mariners,3,4,Seattle Mariners,2026-09-15
401816888,2026-09-11,Los Angeles Angels,Washington Nationals,3,4,Washington Nationals,2026-09-15
401816889,2026-09-11,Baltimore Orioles,Toronto Blue Jays,7,4,Baltimore Orioles,2026-09-15
401816890,2026-09-11,Colorado Rockies,Detroit Tigers,2,6,Detroit Tigers,2026-09-15
401816891,2026-09-11,Houston Astros,Tampa Bay Rays,1,3,Tampa Bay Rays,2026-09-15
401816892,2026-09-11,Kansas City Royals,Boston Red Sox,3,2,Kansas City Royals,2026-09-15
401816893,2026-09-11,Los Angeles Dodgers,Miami Marlins,6,2,Los Angeles Dodgers,2026-09-15
401816894,2026-09-11,New York Mets,New York Yankees,4,6,New York Yankees,2026-09-15
401816895,2026-09-11,Philadelphia Phillies,Atlanta Braves,5,6,Atlanta Braves,2026-09-15
401816896,2026-09-11,Chicago White Sox,St. Louis Cardinals,3,7,St. Louis Cardinals,2026-09-15
401816897,2026-09-11,Cincinnati Reds,Milwaukee Brewers,0,20,Milwaukee Brewers,2026-09-15
401816898,2026-09-11,Cleveland Guardians,Minnesota Twins,5,2,Cleveland Guardians,2026-09-15
401816899,2026-09-11,Pittsburgh Pirates,Chicago Cubs,2,12,Chicago Cubs,2026-09-15
401816900,2026-09-11,San Diego Padres,San Francisco Giants,7,5,San Diego Padres,2026-09-15
401816901,2026-09-11,Seattle Mariners,Athletics,5,6,Athletics,2026-09-15
401816902,2026-09-11,Texas Rangers,Arizona Diamondbacks,1,9,Arizona Diamondbacks,2026-09-15
401816903,2026-09-12,Los Angeles Angels,Washington Nationals,5,6,Washington Nationals,2026-09-15
401816904,2026-09-12,Baltimore Orioles,Toronto Blue Jays,3,7,Toronto Blue Jays,2026-09-15
401816905,2026-09-12,Colorado Rockies,Detroit Tigers,7,11,Detroit Tigers,2026-09-15
401816906,2026-09-12,Houston Astros,Tampa Bay Rays,2,3,Tampa Bay Rays,2026-09-15
401816907,2026-09-12,Kansas City Royals,Boston Red Sox,1,5,Boston Red Sox,2026-09-15
401816908,2026-09-12,Los Angeles Dodgers,Miami Marlins,3,4,Miami Marlins,2026-09-15
401816909,2026-09-12,New York Mets,New York Yankees,12,2,New York Mets,2026-09-15
401816910,2026-09-12,Philadelphia Phillies,Atlanta Braves,2,12,Atlanta Braves,2026-09-15
401816911,2026-09-12,Chicago White Sox,St. Louis Cardinals,6,5,Chicago White Sox,2026-09-15
401816912,2026-09-12,Cincinnati Reds,Milwaukee Brewers,9,13,Milwaukee Brewers,2026-09-15
401816913,2026-09-12,Cleveland Guardians,Minnesota Twins,3,4,Minnesota Twins,2026-09-15
401816914,2026-09-12,Pittsburgh Pirates,Chicago Cubs,3,4,Chicago Cubs,2026-09-15
401816915,2026-09-12,San Diego Padres,San Francisco Giants,7,6,San Diego Padres,2026-09-15
401816916,2026-09-12,Seattle Mariners,Athletics,19,1,Seattle Mariners,2026-09-15
401816917,2026-09-12,Texas Rangers,Arizona Diamondbacks,6,2,Texas Rangers,2026-09-15
401816918,2026-09-13,Los Angeles Angels,Washington Nationals,5,6,Washington Nationals,2026-09-15
401816919,2026-09-13,Baltimore Orioles,Toronto Blue Jays,1,8,Toronto Blue Jays,2026-09-15
401816920,2026-09-13,Colorado Rockies,Detroit Tigers,1,8,Detroit Tigers,2026-09-15
401816921,2026-09-13,Houston Astros,Tampa Bay Rays,4,14,Tampa Bay Rays,2026-09-15
401816922,2026-09-13,Kansas City Royals,Boston Red Sox,1,4,Boston Red Sox,2026-09-15
401816923,2026-09-13,Los Angeles Dodgers,Miami Marlins,4,6,Miami Marlins,2026-09-15
401816924,2026-09-13,New York Mets,New York Yankees,0,2,New York Yankees,2026-09-15
401816925,2026-09-13,Philadelphia Phillies,Atlanta Braves,9,4,Philadelphia Phillies,2026-09-15
401816926,2026-09-13,Chicago White Sox,St. Louis Cardinals,1,3,St. Louis Cardinals,2026-09-15
401816927,2026-09-13,Cincinnati Reds,Milwaukee Brewers,4,3,Cincinnati Reds,2026-09-15
401816928,2026-09-13,Cleveland Guardians,Minnesota Twins,9,2,Cleveland Guardians,2026-09-15
401816929,2026-09-13,Pittsburgh Pirates,Chicago Cubs,4,3,Pittsburgh Pirates,2026-09-15
401816930,2026-09-13,San Diego Padres,San Francisco Giants,6,4,San Diego Padres,2026-09-15
401816931,2026-09-13,Seattle Mariners,Athletics,7,8,Athletics,2026-09-15
401816932,2026-09-13,Texas Rangers,Arizona Diamondbacks,7,6,Texas Rangers,2026-09-15
401816933,2026-09-14,Baltimore Orioles,New York Mets,2,1,Baltimore Orioles,2026-09-15
401816934,2026-09-14,Chicago White Sox,Cleveland Guardians,7,3,Chicago White Sox,2026-09-15
401816935,2026-09-14,Detroit Tigers,Toronto Blue Jays,6,5,Detroit Tigers,2026-09-15
401816936,2026-09-14,Los Angeles Dodgers,Cincinnati Reds,4,1,Los Angeles Dodgers,2026-09-15
401816937,2026-09-14,Atlanta Braves,Chicago Cubs,3,7,Chicago Cubs,2026-09-15
401816938,2026-09-14,New York Yankees,Minnesota Twins,8,3,New York Yankees,2026-09-15
401816939,2026-09-14,San Francisco Giants,St. Louis Cardinals,1,2,St. Louis Cardinals,2026-09-15
401816940,2026-09-14,San Diego Padres,Colorado Rockies,8,7,San Diego Padres,2026-09-15
401816941,2026-09-14,Miami Marlins,Arizona Diamondbacks,7,8,Arizona Diamondbacks,2026-09-15
401816942,2026-09-14,Seattle Mariners,Los Angeles Angels,4,6,Los Angeles Angels,2026-09-15
